,fragment_1,fragment_2,label
59,./dataset_splitted/java/98601.txt,./dataset_splitted/java/98602.txt,1
60,./dataset_splitted/java/77601.txt,./dataset_splitted/java/77602.txt,1
61,./dataset_splitted/java/76201.txt,./dataset_splitted/java/76202.txt,1
62,./dataset_splitted/java/95101.txt,./dataset_splitted/java/95102.txt,1
63,./dataset_splitted/java/78901.txt,./dataset_splitted/java/78902.txt,1
64,./dataset_splitted/java/94501.txt,./dataset_splitted/java/94502.txt,1
65,./dataset_splitted/java/97901.txt,./dataset_splitted/java/97902.txt,1
66,./dataset_splitted/java/501.txt,./dataset_splitted/java/502.txt,1
67,./dataset_splitted/java/54801.txt,./dataset_splitted/java/54802.txt,1
68,./dataset_splitted/java/21201.txt,./dataset_splitted/java/21202.txt,1
69,./dataset_splitted/java/57401.txt,./dataset_splitted/java/57402.txt,1
70,./dataset_splitted/java/56001.txt,./dataset_splitted/java/56002.txt,1
71,./dataset_splitted/java/20601.txt,./dataset_splitted/java/20602.txt,1
72,./dataset_splitted/java/42801.txt,./dataset_splitted/java/42802.txt,1
73,./dataset_splitted/java/36601.txt,./dataset_splitted/java/36602.txt,1
74,./dataset_splitted/java/40001.txt,./dataset_splitted/java/40002.txt,1
75,./dataset_splitted/java/41401.txt,./dataset_splitted/java/41402.txt,1
76,./dataset_splitted/java/37201.txt,./dataset_splitted/java/37202.txt,1
77,./dataset_splitted/java/39901.txt,./dataset_splitted/java/39902.txt,1
78,./dataset_splitted/java/1601.txt,./dataset_splitted/java/1602.txt,1
79,./dataset_splitted/java/15801.txt,./dataset_splitted/java/15802.txt,1
80,./dataset_splitted/java/60201.txt,./dataset_splitted/java/60202.txt,1
81,./dataset_splitted/java/16401.txt,./dataset_splitted/java/16402.txt,1
82,./dataset_splitted/java/17001.txt,./dataset_splitted/java/17002.txt,1
83,./dataset_splitted/java/61601.txt,./dataset_splitted/java/61602.txt,1
84,./dataset_splitted/java/82501.txt,./dataset_splitted/java/82502.txt,1
85,./dataset_splitted/java/83101.txt,./dataset_splitted/java/83102.txt,1
86,./dataset_splitted/java/81901.txt,./dataset_splitted/java/81902.txt,1
87,./dataset_splitted/java/81801.txt,./dataset_splitted/java/81802.txt,1
88,./dataset_splitted/java/83001.txt,./dataset_splitted/java/83002.txt,1
89,./dataset_splitted/java/82401.txt,./dataset_splitted/java/82402.txt,1
90,./dataset_splitted/java/17101.txt,./dataset_splitted/java/17102.txt,1
91,./dataset_splitted/java/61701.txt,./dataset_splitted/java/61702.txt,1
92,./dataset_splitted/java/60301.txt,./dataset_splitted/java/60302.txt,1
93,./dataset_splitted/java/16501.txt,./dataset_splitted/java/16502.txt,1
94,./dataset_splitted/java/15901.txt,./dataset_splitted/java/15902.txt,1
95,./dataset_splitted/java/1701.txt,./dataset_splitted/java/1702.txt,1
96,./dataset_splitted/java/39801.txt,./dataset_splitted/java/39802.txt,1
97,./dataset_splitted/java/41501.txt,./dataset_splitted/java/41502.txt,1
98,./dataset_splitted/java/37301.txt,./dataset_splitted/java/37302.txt,1
99,./dataset_splitted/java/36701.txt,./dataset_splitted/java/36702.txt,1
100,./dataset_splitted/java/40101.txt,./dataset_splitted/java/40102.txt,1
101,./dataset_splitted/java/42901.txt,./dataset_splitted/java/42902.txt,1
102,./dataset_splitted/java/56101.txt,./dataset_splitted/java/56102.txt,1
103,./dataset_splitted/java/20701.txt,./dataset_splitted/java/20702.txt,1
104,./dataset_splitted/java/21301.txt,./dataset_splitted/java/21302.txt,1
105,./dataset_splitted/java/57501.txt,./dataset_splitted/java/57502.txt,1
106,./dataset_splitted/java/401.txt,./dataset_splitted/java/402.txt,1
107,./dataset_splitted/java/54901.txt,./dataset_splitted/java/54902.txt,1
108,./dataset_splitted/java/97801.txt,./dataset_splitted/java/97802.txt,1
109,./dataset_splitted/java/94401.txt,./dataset_splitted/java/94402.txt,1
110,./dataset_splitted/java/78801.txt,./dataset_splitted/java/78802.txt,1
111,./dataset_splitted/java/95001.txt,./dataset_splitted/java/95002.txt,1
112,./dataset_splitted/java/76301.txt,./dataset_splitted/java/76302.txt,1
113,./dataset_splitted/java/77701.txt,./dataset_splitted/java/77702.txt,1
114,./dataset_splitted/java/98701.txt,./dataset_splitted/java/98702.txt,1
115,./dataset_splitted/java/99301.txt,./dataset_splitted/java/99302.txt,1
116,./dataset_splitted/java/77301.txt,./dataset_splitted/java/77302.txt,1
117,./dataset_splitted/java/76701.txt,./dataset_splitted/java/76702.txt,1
118,./dataset_splitted/java/99701.txt,./dataset_splitted/java/99702.txt,1
119,./dataset_splitted/java/98301.txt,./dataset_splitted/java/98302.txt,1
120,./dataset_splitted/java/96801.txt,./dataset_splitted/java/96802.txt,1
121,./dataset_splitted/java/95401.txt,./dataset_splitted/java/95402.txt,1
122,./dataset_splitted/java/94001.txt,./dataset_splitted/java/94002.txt,1
123,./dataset_splitted/java/79801.txt,./dataset_splitted/java/79802.txt,1
124,./dataset_splitted/java/57101.txt,./dataset_splitted/java/57102.txt,1
125,./dataset_splitted/java/21701.txt,./dataset_splitted/java/21702.txt,1
126,./dataset_splitted/java/20301.txt,./dataset_splitted/java/20302.txt,1
127,./dataset_splitted/java/56501.txt,./dataset_splitted/java/56502.txt,1
128,./dataset_splitted/java/001.txt,./dataset_splitted/java/002.txt,1
129,./dataset_splitted/java/55901.txt,./dataset_splitted/java/55902.txt,1
130,./dataset_splitted/java/40501.txt,./dataset_splitted/java/40502.txt,1
131,./dataset_splitted/java/36301.txt,./dataset_splitted/java/36302.txt,1
132,./dataset_splitted/java/37701.txt,./dataset_splitted/java/37702.txt,1
133,./dataset_splitted/java/41101.txt,./dataset_splitted/java/41102.txt,1
134,./dataset_splitted/java/43901.txt,./dataset_splitted/java/43902.txt,1
135,./dataset_splitted/java/1301.txt,./dataset_splitted/java/1302.txt,1
136,./dataset_splitted/java/38801.txt,./dataset_splitted/java/38802.txt,1
137,./dataset_splitted/java/16101.txt,./dataset_splitted/java/16102.txt,1
138,./dataset_splitted/java/60701.txt,./dataset_splitted/java/60702.txt,1
139,./dataset_splitted/java/61301.txt,./dataset_splitted/java/61302.txt,1
140,./dataset_splitted/java/17501.txt,./dataset_splitted/java/17502.txt,1
141,./dataset_splitted/java/14901.txt,./dataset_splitted/java/14902.txt,1
142,./dataset_splitted/java/80801.txt,./dataset_splitted/java/80802.txt,1
143,./dataset_splitted/java/82001.txt,./dataset_splitted/java/82002.txt,1
144,./dataset_splitted/java/83401.txt,./dataset_splitted/java/83402.txt,1
145,./dataset_splitted/java/83501.txt,./dataset_splitted/java/83502.txt,1
146,./dataset_splitted/java/82101.txt,./dataset_splitted/java/82102.txt,1
147,./dataset_splitted/java/80901.txt,./dataset_splitted/java/80902.txt,1
148,./dataset_splitted/java/14801.txt,./dataset_splitted/java/14802.txt,1
149,./dataset_splitted/java/61201.txt,./dataset_splitted/java/61202.txt,1
150,./dataset_splitted/java/17401.txt,./dataset_splitted/java/17402.txt,1
151,./dataset_splitted/java/16001.txt,./dataset_splitted/java/16002.txt,1
152,./dataset_splitted/java/60601.txt,./dataset_splitted/java/60602.txt,1
153,./dataset_splitted/java/38901.txt,./dataset_splitted/java/38902.txt,1
154,./dataset_splitted/java/1201.txt,./dataset_splitted/java/1202.txt,1
155,./dataset_splitted/java/43801.txt,./dataset_splitted/java/43802.txt,1
156,./dataset_splitted/java/37601.txt,./dataset_splitted/java/37602.txt,1
157,./dataset_splitted/java/41001.txt,./dataset_splitted/java/41002.txt,1
158,./dataset_splitted/java/40401.txt,./dataset_splitted/java/40402.txt,1
159,./dataset_splitted/java/36201.txt,./dataset_splitted/java/36202.txt,1
160,./dataset_splitted/java/55801.txt,./dataset_splitted/java/55802.txt,1
161,./dataset_splitted/java/101.txt,./dataset_splitted/java/102.txt,1
162,./dataset_splitted/java/20201.txt,./dataset_splitted/java/20202.txt,1
163,./dataset_splitted/java/56401.txt,./dataset_splitted/java/56402.txt,1
164,./dataset_splitted/java/57001.txt,./dataset_splitted/java/57002.txt,1
165,./dataset_splitted/java/21601.txt,./dataset_splitted/java/21602.txt,1
166,./dataset_splitted/java/79901.txt,./dataset_splitted/java/79902.txt,1
167,./dataset_splitted/java/94101.txt,./dataset_splitted/java/94102.txt,1
168,./dataset_splitted/java/95501.txt,./dataset_splitted/java/95502.txt,1
169,./dataset_splitted/java/96901.txt,./dataset_splitted/java/96902.txt,1
170,./dataset_splitted/java/98201.txt,./dataset_splitted/java/98202.txt,1
171,./dataset_splitted/java/99601.txt,./dataset_splitted/java/99602.txt,1
172,./dataset_splitted/java/76601.txt,./dataset_splitted/java/76602.txt,1
173,./dataset_splitted/java/77201.txt,./dataset_splitted/java/77202.txt,1
174,./dataset_splitted/java/76401.txt,./dataset_splitted/java/76402.txt,1
175,./dataset_splitted/java/77001.txt,./dataset_splitted/java/77002.txt,1
176,./dataset_splitted/java/75801.txt,./dataset_splitted/java/75802.txt,1
177,./dataset_splitted/java/98001.txt,./dataset_splitted/java/98002.txt,1
178,./dataset_splitted/java/99401.txt,./dataset_splitted/java/99402.txt,1
179,./dataset_splitted/java/94301.txt,./dataset_splitted/java/94302.txt,1
180,./dataset_splitted/java/95701.txt,./dataset_splitted/java/95702.txt,1
181,./dataset_splitted/java/56601.txt,./dataset_splitted/java/56602.txt,1
182,./dataset_splitted/java/20001.txt,./dataset_splitted/java/20002.txt,1
183,./dataset_splitted/java/21401.txt,./dataset_splitted/java/21402.txt,1
184,./dataset_splitted/java/57201.txt,./dataset_splitted/java/57202.txt,1
185,./dataset_splitted/java/22801.txt,./dataset_splitted/java/22802.txt,1
186,./dataset_splitted/java/301.txt,./dataset_splitted/java/302.txt,1
187,./dataset_splitted/java/59901.txt,./dataset_splitted/java/59902.txt,1
188,./dataset_splitted/java/41201.txt,./dataset_splitted/java/41202.txt,1
189,./dataset_splitted/java/37401.txt,./dataset_splitted/java/37402.txt,1
190,./dataset_splitted/java/36001.txt,./dataset_splitted/java/36002.txt,1
191,./dataset_splitted/java/40601.txt,./dataset_splitted/java/40602.txt,1
192,./dataset_splitted/java/34801.txt,./dataset_splitted/java/34802.txt,1
193,./dataset_splitted/java/3801.txt,./dataset_splitted/java/3802.txt,1
194,./dataset_splitted/java/1001.txt,./dataset_splitted/java/1002.txt,1
195,./dataset_splitted/java/17601.txt,./dataset_splitted/java/17602.txt,1
196,./dataset_splitted/java/61001.txt,./dataset_splitted/java/61002.txt,1
197,./dataset_splitted/java/60401.txt,./dataset_splitted/java/60402.txt,1
198,./dataset_splitted/java/16201.txt,./dataset_splitted/java/16202.txt,1
199,./dataset_splitted/java/63801.txt,./dataset_splitted/java/63802.txt,1
200,./dataset_splitted/java/18901.txt,./dataset_splitted/java/18902.txt,1
201,./dataset_splitted/java/83701.txt,./dataset_splitted/java/83702.txt,1
202,./dataset_splitted/java/82301.txt,./dataset_splitted/java/82302.txt,1
203,./dataset_splitted/java/82201.txt,./dataset_splitted/java/82202.txt,1
204,./dataset_splitted/java/18801.txt,./dataset_splitted/java/18802.txt,1
205,./dataset_splitted/java/83601.txt,./dataset_splitted/java/83602.txt,1
206,./dataset_splitted/java/63901.txt,./dataset_splitted/java/63902.txt,1
207,./dataset_splitted/java/60501.txt,./dataset_splitted/java/60502.txt,1
208,./dataset_splitted/java/16301.txt,./dataset_splitted/java/16302.txt,1
209,./dataset_splitted/java/17701.txt,./dataset_splitted/java/17702.txt,1
210,./dataset_splitted/java/61101.txt,./dataset_splitted/java/61102.txt,1
211,./dataset_splitted/java/1101.txt,./dataset_splitted/java/1102.txt,1
212,./dataset_splitted/java/3901.txt,./dataset_splitted/java/3902.txt,1
213,./dataset_splitted/java/34901.txt,./dataset_splitted/java/34902.txt,1
214,./dataset_splitted/java/36101.txt,./dataset_splitted/java/36102.txt,1
215,./dataset_splitted/java/40701.txt,./dataset_splitted/java/40702.txt,1
216,./dataset_splitted/java/41301.txt,./dataset_splitted/java/41302.txt,1
217,./dataset_splitted/java/37501.txt,./dataset_splitted/java/37502.txt,1
218,./dataset_splitted/java/59801.txt,./dataset_splitted/java/59802.txt,1
219,./dataset_splitted/java/201.txt,./dataset_splitted/java/202.txt,1
220,./dataset_splitted/java/22901.txt,./dataset_splitted/java/22902.txt,1
221,./dataset_splitted/java/21501.txt,./dataset_splitted/java/21502.txt,1
222,./dataset_splitted/java/57301.txt,./dataset_splitted/java/57302.txt,1
223,./dataset_splitted/java/56701.txt,./dataset_splitted/java/56702.txt,1
224,./dataset_splitted/java/20101.txt,./dataset_splitted/java/20102.txt,1
225,./dataset_splitted/java/95601.txt,./dataset_splitted/java/95602.txt,1
226,./dataset_splitted/java/94201.txt,./dataset_splitted/java/94202.txt,1
227,./dataset_splitted/java/99501.txt,./dataset_splitted/java/99502.txt,1
228,./dataset_splitted/java/98101.txt,./dataset_splitted/java/98102.txt,1
229,./dataset_splitted/java/75901.txt,./dataset_splitted/java/75902.txt,1
230,./dataset_splitted/java/77101.txt,./dataset_splitted/java/77102.txt,1
231,./dataset_splitted/java/76501.txt,./dataset_splitted/java/76502.txt,1
232,./dataset_splitted/java/70201.txt,./dataset_splitted/java/70202.txt,1
233,./dataset_splitted/java/71601.txt,./dataset_splitted/java/71602.txt,1
234,./dataset_splitted/java/92501.txt,./dataset_splitted/java/92502.txt,1
235,./dataset_splitted/java/93101.txt,./dataset_splitted/java/93102.txt,1
236,./dataset_splitted/java/91901.txt,./dataset_splitted/java/91902.txt,1
237,./dataset_splitted/java/52801.txt,./dataset_splitted/java/52802.txt,1
238,./dataset_splitted/java/50001.txt,./dataset_splitted/java/50002.txt,1
239,./dataset_splitted/java/26601.txt,./dataset_splitted/java/26602.txt,1
240,./dataset_splitted/java/27201.txt,./dataset_splitted/java/27202.txt,1
241,./dataset_splitted/java/51401.txt,./dataset_splitted/java/51402.txt,1
242,./dataset_splitted/java/29901.txt,./dataset_splitted/java/29902.txt,1
243,./dataset_splitted/java/44801.txt,./dataset_splitted/java/44802.txt,1
244,./dataset_splitted/java/47401.txt,./dataset_splitted/java/47402.txt,1
245,./dataset_splitted/java/31201.txt,./dataset_splitted/java/31202.txt,1
246,./dataset_splitted/java/30601.txt,./dataset_splitted/java/30602.txt,1
247,./dataset_splitted/java/8901.txt,./dataset_splitted/java/8902.txt,1
248,./dataset_splitted/java/46001.txt,./dataset_splitted/java/46002.txt,1
249,./dataset_splitted/java/6201.txt,./dataset_splitted/java/6202.txt,1
250,./dataset_splitted/java/7601.txt,./dataset_splitted/java/7602.txt,1
251,./dataset_splitted/java/89201.txt,./dataset_splitted/java/89202.txt,1
252,./dataset_splitted/java/88601.txt,./dataset_splitted/java/88602.txt,1
253,./dataset_splitted/java/13801.txt,./dataset_splitted/java/13802.txt,1
254,./dataset_splitted/java/11001.txt,./dataset_splitted/java/11002.txt,1
255,./dataset_splitted/java/67601.txt,./dataset_splitted/java/67602.txt,1
256,./dataset_splitted/java/66201.txt,./dataset_splitted/java/66202.txt,1
257,./dataset_splitted/java/10401.txt,./dataset_splitted/java/10402.txt,1
258,./dataset_splitted/java/68901.txt,./dataset_splitted/java/68902.txt,1
259,./dataset_splitted/java/85101.txt,./dataset_splitted/java/85102.txt,1
260,./dataset_splitted/java/84501.txt,./dataset_splitted/java/84502.txt,1
261,./dataset_splitted/java/87901.txt,./dataset_splitted/java/87902.txt,1
262,./dataset_splitted/java/87801.txt,./dataset_splitted/java/87802.txt,1
263,./dataset_splitted/java/84401.txt,./dataset_splitted/java/84402.txt,1
264,./dataset_splitted/java/85001.txt,./dataset_splitted/java/85002.txt,1
265,./dataset_splitted/java/68801.txt,./dataset_splitted/java/68802.txt,1
266,./dataset_splitted/java/66301.txt,./dataset_splitted/java/66302.txt,1
267,./dataset_splitted/java/10501.txt,./dataset_splitted/java/10502.txt,1
268,./dataset_splitted/java/11101.txt,./dataset_splitted/java/11102.txt,1
269,./dataset_splitted/java/67701.txt,./dataset_splitted/java/67702.txt,1
270,./dataset_splitted/java/88701.txt,./dataset_splitted/java/88702.txt,1
271,./dataset_splitted/java/13901.txt,./dataset_splitted/java/13902.txt,1
272,./dataset_splitted/java/89301.txt,./dataset_splitted/java/89302.txt,1
273,./dataset_splitted/java/7701.txt,./dataset_splitted/java/7702.txt,1
274,./dataset_splitted/java/6301.txt,./dataset_splitted/java/6302.txt,1
275,./dataset_splitted/java/8801.txt,./dataset_splitted/java/8802.txt,1
276,./dataset_splitted/java/30701.txt,./dataset_splitted/java/30702.txt,1
277,./dataset_splitted/java/46101.txt,./dataset_splitted/java/46102.txt,1
278,./dataset_splitted/java/47501.txt,./dataset_splitted/java/47502.txt,1
279,./dataset_splitted/java/31301.txt,./dataset_splitted/java/31302.txt,1
280,./dataset_splitted/java/44901.txt,./dataset_splitted/java/44902.txt,1
281,./dataset_splitted/java/29801.txt,./dataset_splitted/java/29802.txt,1
282,./dataset_splitted/java/27301.txt,./dataset_splitted/java/27302.txt,1
283,./dataset_splitted/java/51501.txt,./dataset_splitted/java/51502.txt,1
284,./dataset_splitted/java/50101.txt,./dataset_splitted/java/50102.txt,1
285,./dataset_splitted/java/26701.txt,./dataset_splitted/java/26702.txt,1
286,./dataset_splitted/java/52901.txt,./dataset_splitted/java/52902.txt,1
287,./dataset_splitted/java/91801.txt,./dataset_splitted/java/91802.txt,1
288,./dataset_splitted/java/93001.txt,./dataset_splitted/java/93002.txt,1
289,./dataset_splitted/java/92401.txt,./dataset_splitted/java/92402.txt,1
290,./dataset_splitted/java/71701.txt,./dataset_splitted/java/71702.txt,1
291,./dataset_splitted/java/70301.txt,./dataset_splitted/java/70302.txt,1
292,./dataset_splitted/java/72901.txt,./dataset_splitted/java/72902.txt,1
293,./dataset_splitted/java/71501.txt,./dataset_splitted/java/71502.txt,1
294,./dataset_splitted/java/70101.txt,./dataset_splitted/java/70102.txt,1
295,./dataset_splitted/java/93201.txt,./dataset_splitted/java/93202.txt,1
296,./dataset_splitted/java/92601.txt,./dataset_splitted/java/92602.txt,1
297,./dataset_splitted/java/25901.txt,./dataset_splitted/java/25902.txt,1
298,./dataset_splitted/java/51701.txt,./dataset_splitted/java/51702.txt,1
299,./dataset_splitted/java/27101.txt,./dataset_splitted/java/27102.txt,1
300,./dataset_splitted/java/26501.txt,./dataset_splitted/java/26502.txt,1
301,./dataset_splitted/java/50301.txt,./dataset_splitted/java/50302.txt,1
302,./dataset_splitted/java/33901.txt,./dataset_splitted/java/33902.txt,1
303,./dataset_splitted/java/46301.txt,./dataset_splitted/java/46302.txt,1
304,./dataset_splitted/java/30501.txt,./dataset_splitted/java/30502.txt,1
305,./dataset_splitted/java/31101.txt,./dataset_splitted/java/31102.txt,1
306,./dataset_splitted/java/47701.txt,./dataset_splitted/java/47702.txt,1
307,./dataset_splitted/java/7501.txt,./dataset_splitted/java/7502.txt,1
308,./dataset_splitted/java/6101.txt,./dataset_splitted/java/6102.txt,1
309,./dataset_splitted/java/48801.txt,./dataset_splitted/java/48802.txt,1
310,./dataset_splitted/java/4901.txt,./dataset_splitted/java/4902.txt,1
311,./dataset_splitted/java/88501.txt,./dataset_splitted/java/88502.txt,1
312,./dataset_splitted/java/89101.txt,./dataset_splitted/java/89102.txt,1
313,./dataset_splitted/java/64901.txt,./dataset_splitted/java/64902.txt,1
314,./dataset_splitted/java/10701.txt,./dataset_splitted/java/10702.txt,1
315,./dataset_splitted/java/66101.txt,./dataset_splitted/java/66102.txt,1
316,./dataset_splitted/java/67501.txt,./dataset_splitted/java/67502.txt,1
317,./dataset_splitted/java/11301.txt,./dataset_splitted/java/11302.txt,1
318,./dataset_splitted/java/84601.txt,./dataset_splitted/java/84602.txt,1
319,./dataset_splitted/java/85201.txt,./dataset_splitted/java/85202.txt,1
320,./dataset_splitted/java/85301.txt,./dataset_splitted/java/85302.txt,1
321,./dataset_splitted/java/84701.txt,./dataset_splitted/java/84702.txt,1
322,./dataset_splitted/java/67401.txt,./dataset_splitted/java/67402.txt,1
323,./dataset_splitted/java/11201.txt,./dataset_splitted/java/11202.txt,1
324,./dataset_splitted/java/10601.txt,./dataset_splitted/java/10602.txt,1
325,./dataset_splitted/java/66001.txt,./dataset_splitted/java/66002.txt,1
326,./dataset_splitted/java/64801.txt,./dataset_splitted/java/64802.txt,1
327,./dataset_splitted/java/89001.txt,./dataset_splitted/java/89002.txt,1
328,./dataset_splitted/java/88401.txt,./dataset_splitted/java/88402.txt,1
329,./dataset_splitted/java/4801.txt,./dataset_splitted/java/4802.txt,1
330,./dataset_splitted/java/6001.txt,./dataset_splitted/java/6002.txt,1
331,./dataset_splitted/java/48901.txt,./dataset_splitted/java/48902.txt,1
332,./dataset_splitted/java/7401.txt,./dataset_splitted/java/7402.txt,1
333,./dataset_splitted/java/31001.txt,./dataset_splitted/java/31002.txt,1
334,./dataset_splitted/java/47601.txt,./dataset_splitted/java/47602.txt,1
335,./dataset_splitted/java/46201.txt,./dataset_splitted/java/46202.txt,1
336,./dataset_splitted/java/30401.txt,./dataset_splitted/java/30402.txt,1
337,./dataset_splitted/java/33801.txt,./dataset_splitted/java/33802.txt,1
338,./dataset_splitted/java/26401.txt,./dataset_splitted/java/26402.txt,1
339,./dataset_splitted/java/50201.txt,./dataset_splitted/java/50202.txt,1
340,./dataset_splitted/java/51601.txt,./dataset_splitted/java/51602.txt,1
341,./dataset_splitted/java/27001.txt,./dataset_splitted/java/27002.txt,1
342,./dataset_splitted/java/25801.txt,./dataset_splitted/java/25802.txt,1
343,./dataset_splitted/java/92701.txt,./dataset_splitted/java/92702.txt,1
344,./dataset_splitted/java/93301.txt,./dataset_splitted/java/93302.txt,1
345,./dataset_splitted/java/70001.txt,./dataset_splitted/java/70002.txt,1
346,./dataset_splitted/java/71401.txt,./dataset_splitted/java/71402.txt,1
347,./dataset_splitted/java/72801.txt,./dataset_splitted/java/72802.txt,1
348,./dataset_splitted/java/71001.txt,./dataset_splitted/java/71002.txt,1
349,./dataset_splitted/java/70401.txt,./dataset_splitted/java/70402.txt,1
350,./dataset_splitted/java/73801.txt,./dataset_splitted/java/73802.txt,1
351,./dataset_splitted/java/93701.txt,./dataset_splitted/java/93702.txt,1
352,./dataset_splitted/java/92301.txt,./dataset_splitted/java/92302.txt,1
353,./dataset_splitted/java/27401.txt,./dataset_splitted/java/27402.txt,1
354,./dataset_splitted/java/51201.txt,./dataset_splitted/java/51202.txt,1
355,./dataset_splitted/java/50601.txt,./dataset_splitted/java/50602.txt,1
356,./dataset_splitted/java/26001.txt,./dataset_splitted/java/26002.txt,1
357,./dataset_splitted/java/24801.txt,./dataset_splitted/java/24802.txt,1
358,./dataset_splitted/java/30001.txt,./dataset_splitted/java/30002.txt,1
359,./dataset_splitted/java/46601.txt,./dataset_splitted/java/46602.txt,1
360,./dataset_splitted/java/47201.txt,./dataset_splitted/java/47202.txt,1
361,./dataset_splitted/java/31401.txt,./dataset_splitted/java/31402.txt,1
362,./dataset_splitted/java/32801.txt,./dataset_splitted/java/32802.txt,1
363,./dataset_splitted/java/5801.txt,./dataset_splitted/java/5802.txt,1
364,./dataset_splitted/java/7001.txt,./dataset_splitted/java/7002.txt,1
365,./dataset_splitted/java/49901.txt,./dataset_splitted/java/49902.txt,1
366,./dataset_splitted/java/6401.txt,./dataset_splitted/java/6402.txt,1
367,./dataset_splitted/java/66401.txt,./dataset_splitted/java/66402.txt,1
